Year,State Name,Indicator,total_deaths,rank_within_drug,top10_flag,national_all_drug_total,national_prev_year,national_yoy_change,national_yoy_pct,national_drug_total,ma_3yr,ma_5yr
2020,Wyoming,"Opioids (T40.0-T40.4,T40.6)",60.0,42,0,3390278.0,2861523.0,528755.0,18.48,69061.0,3032702.0,2933600.8
2021,Wyoming,"Opioids (T40.0-T40.4,T40.6)",62.0,47,0,3472120.0,3390278.0,81842.0,2.41,80997.0,3241307.0,3078052.0
2022,Wyoming,"Opioids (T40.0-T40.4,T40.6)",79.0,48,0,3289569.0,3472120.0,-182551.0,-5.26,82851.0,3383989.0,3171959.0
2023,Wyoming,"Opioids (T40.0-T40.4,T40.6)",84.0,48,0,3101016.0,3289569.0,-188553.0,-5.73,80719.0,3287568.3333333335,3222901.2
2024,Wyoming,"Opioids (T40.0-T40.4,T40.6)",58.0,47,0,3082466.0,3101016.0,-18550.0,-0.6,55005.0,3157683.6666666665,3267089.8
2015,Alabama,Percent with drugs specified,49.58333333,51,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Alabama,Percent with drugs specified,57.2972973,51,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Alabama,Percent with drugs specified,69.02106568,50,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Alabama,Percent with drugs specified,74.86486486,52,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Alabama,Percent with drugs specified,80.92016238,52,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Alabama,Percent with drugs specified,84.63094034,51,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Alabama,Percent with drugs specified,88.97224306,51,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Alabama,Percent with drugs specified,93.31955923,47,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Alabama,Percent with drugs specified,94.74342929,45,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Alabama,Percent with drugs specified,92.17687075,48,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Alaska,Percent with drugs specified,89.25619835,26,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Alaska,Percent with drugs specified,99.2248062,6,1,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Alaska,Percent with drugs specified,97.16312057,19,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Alaska,Percent with drugs specified,100.0,1,1,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Alaska,Percent with drugs specified,96.2406015,31,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Alaska,Percent with drugs specified,94.52054795,37,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Alaska,Percent with drugs specified,99.60784314,6,1,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Alaska,Percent with drugs specified,99.1902834,10,1,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Alaska,Percent with drugs specified,99.43977591,8,1,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Alaska,Percent with drugs specified,99.4100295,9,1,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Arizona,Percent with drugs specified,80.34727703,35,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Arizona,Percent with drugs specified,85.5707107,35,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Arizona,Percent with drugs specified,92.9903537,30,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Arizona,Percent with drugs specified,95.0867052,29,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Arizona,Percent with drugs specified,95.55779909,33,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Arizona,Percent with drugs specified,97.04992436,27,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Arizona,Percent with drugs specified,97.8057554,26,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Arizona,Percent with drugs specified,98.79430033,17,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Arizona,Percent with drugs specified,98.89705882,16,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Arizona,Percent with drugs specified,99.2097985,12,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Arkansas,Percent with drugs specified,77.69028871,40,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Arkansas,Percent with drugs specified,70.20725389,46,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Arkansas,Percent with drugs specified,72.94117647,48,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Arkansas,Percent with drugs specified,81.29330254,49,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Arkansas,Percent with drugs specified,88.95027624,47,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Arkansas,Percent with drugs specified,86.77042802,49,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Arkansas,Percent with drugs specified,89.95215311,49,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Arkansas,Percent with drugs specified,93.06260575,48,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Arkansas,Percent with drugs specified,92.84332689,49,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Arkansas,Percent with drugs specified,94.60154242,45,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,California,Percent with drugs specified,79.23141537,37,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,California,Percent with drugs specified,80.10515247,39,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,California,Percent with drugs specified,85.46141607,39,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,California,Percent with drugs specified,88.33272661,41,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,California,Percent with drugs specified,92.26779821,41,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,California,Percent with drugs specified,94.66825931,36,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,California,Percent with drugs specified,95.32374101,39,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,California,Percent with drugs specified,96.20780546,38,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,California,Percent with drugs specified,96.0950764,43,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,California,Percent with drugs specified,96.81015794,36,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Colorado,Percent with drugs specified,80.06571742,36,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Colorado,Percent with drugs specified,82.69430052,36,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Colorado,Percent with drugs specified,85.86538462,38,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Colorado,Percent with drugs specified,91.23505976,35,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Colorado,Percent with drugs specified,90.54545455,43,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Colorado,Percent with drugs specified,92.79100529,42,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Colorado,Percent with drugs specified,94.2618675,42,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Colorado,Percent with drugs specified,93.75,46,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Colorado,Percent with drugs specified,95.11941848,44,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Colorado,Percent with drugs specified,96.2195122,40,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Connecticut,Percent with drugs specified,99.74968711,2,1,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Connecticut,Percent with drugs specified,99.79466119,1,1,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Connecticut,Percent with drugs specified,99.81481481,2,1,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Connecticut,Percent with drugs specified,99.90654206,2,1,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Connecticut,Percent with drugs specified,99.51259139,6,1,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Connecticut,Percent with drugs specified,99.71119134,7,1,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Connecticut,Percent with drugs specified,99.67989757,3,1,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Connecticut,Percent with drugs specified,100.0,4,1,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Connecticut,Percent with drugs specified,99.84962406,4,1,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Connecticut,Percent with drugs specified,99.8997996,3,1,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Delaware,Percent with drugs specified,81.53846154,34,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Delaware,Percent with drugs specified,65.96491228,48,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Delaware,Percent with drugs specified,85.04398827,40,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Delaware,Percent with drugs specified,97.99498747,17,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Delaware,Percent with drugs specified,98.10874704,20,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Delaware,Percent with drugs specified,99.77728285,3,1,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Delaware,Percent with drugs specified,98.00796813,24,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Delaware,Percent with drugs specified,98.52941176,20,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Delaware,Percent with drugs specified,98.86148008,17,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Delaware,Percent with drugs specified,98.29059829,22,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,District of Columbia,Percent with drugs specified,100.0,1,1,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,District of Columbia,Percent with drugs specified,99.33333333,5,1,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,District of Columbia,Percent with drugs specified,97.98850575,14,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,District of Columbia,Percent with drugs specified,97.96610169,18,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,District of Columbia,Percent with drugs specified,99.72752044,3,1,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,District of Columbia,Percent with drugs specified,99.41291585,8,1,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,District of Columbia,Percent with drugs specified,99.63031423,5,1,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,District of Columbia,Percent with drugs specified,99.13043478,12,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,District of Columbia,Percent with drugs specified,99.21259843,10,1,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,District of Columbia,Percent with drugs specified,100.0,2,1,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Florida,Percent with drugs specified,75.44749403,42,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Florida,Percent with drugs specified,75.20016013,44,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Florida,Percent with drugs specified,81.61764706,42,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Florida,Percent with drugs specified,88.14829822,42,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Florida,Percent with drugs specified,90.5865315,42,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Florida,Percent with drugs specified,89.99735729,45,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Florida,Percent with drugs specified,92.42925395,46,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Florida,Percent with drugs specified,90.95515581,49,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Florida,Percent with drugs specified,90.45020464,51,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Florida,Percent with drugs specified,89.57079044,50,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Georgia,Percent with drugs specified,91.28440367,24,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Georgia,Percent with drugs specified,93.79562044,26,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Georgia,Percent with drugs specified,93.13984169,29,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Georgia,Percent with drugs specified,94.61818182,32,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Georgia,Percent with drugs specified,95.28301887,36,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Georgia,Percent with drugs specified,94.70021413,35,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Georgia,Percent with drugs specified,95.73420837,37,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Georgia,Percent with drugs specified,95.95265368,41,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Georgia,Percent with drugs specified,96.38888889,40,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Georgia,Percent with drugs specified,94.92537313,43,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Hawaii,Percent with drugs specified,87.13450292,28,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Hawaii,Percent with drugs specified,93.96984925,25,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Hawaii,Percent with drugs specified,87.12871287,37,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Hawaii,Percent with drugs specified,95.75471698,28,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Hawaii,Percent with drugs specified,97.14285714,27,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Hawaii,Percent with drugs specified,98.1884058,19,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Hawaii,Percent with drugs specified,97.00374532,31,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Hawaii,Percent with drugs specified,96.4664311,35,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Hawaii,Percent with drugs specified,96.26168224,41,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Hawaii,Percent with drugs specified,94.95548961,42,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Idaho,Percent with drugs specified,74.29906542,45,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Idaho,Percent with drugs specified,78.07017544,42,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Idaho,Percent with drugs specified,75.64102564,47,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Idaho,Percent with drugs specified,84.36213992,45,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Idaho,Percent with drugs specified,89.77272727,44,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Idaho,Percent with drugs specified,89.28571429,46,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Idaho,Percent with drugs specified,94.20289855,43,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Idaho,Percent with drugs specified,95.5801105,42,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Idaho,Percent with drugs specified,96.73024523,38,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Idaho,Percent with drugs specified,94.78527607,44,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Illinois,Percent with drugs specified,92.22103004,22,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Illinois,Percent with drugs specified,96.00329625,18,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Illinois,Percent with drugs specified,94.82820976,27,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Illinois,Percent with drugs specified,97.25475842,24,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Illinois,Percent with drugs specified,97.58558559,23,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Illinois,Percent with drugs specified,97.73435287,24,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Illinois,Percent with drugs specified,97.96619123,25,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Illinois,Percent with drugs specified,98.446803,21,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Illinois,Percent with drugs specified,98.58637263,18,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Illinois,Percent with drugs specified,98.25466085,23,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Indiana,Percent with drugs specified,51.46103896,50,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Indiana,Percent with drugs specified,63.14741036,49,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Indiana,Percent with drugs specified,79.78201635,44,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Indiana,Percent with drugs specified,88.64764268,40,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Indiana,Percent with drugs specified,97.30046948,25,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Indiana,Percent with drugs specified,97.39744155,25,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Indiana,Percent with drugs specified,96.5937612,33,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Indiana,Percent with drugs specified,96.51162791,34,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Indiana,Percent with drugs specified,96.48882809,39,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Indiana,Percent with drugs specified,96.40117994,39,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Iowa,Percent with drugs specified,91.0,25,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Iowa,Percent with drugs specified,92.03821656,29,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Iowa,Percent with drugs specified,95.30791789,25,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Iowa,Percent with drugs specified,93.86281588,33,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Iowa,Percent with drugs specified,95.42857143,34,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Iowa,Percent with drugs specified,94.98806683,34,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Iowa,Percent with drugs specified,96.17834395,35,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Iowa,Percent with drugs specified,95.5602537,43,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Iowa,Percent with drugs specified,97.76286353,27,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Iowa,Percent with drugs specified,97.65807963,30,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Kansas,Percent with drugs specified,74.6130031,44,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Kansas,Percent with drugs specified,80.19169329,38,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Kansas,Percent with drugs specified,77.08978328,45,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Kansas,Percent with drugs specified,82.99120235,46,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Kansas,Percent with drugs specified,92.89473684,38,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Kansas,Percent with drugs specified,95.13742072,33,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Kansas,Percent with drugs specified,96.62756598,32,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Kansas,Percent with drugs specified,98.41059603,23,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Kansas,Percent with drugs specified,97.6599064,29,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Kansas,Percent with drugs specified,97.85714286,26,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Kentucky,Percent with drugs specified,79.16666667,38,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Kentucky,Percent with drugs specified,81.55880306,37,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Kentucky,Percent with drugs specified,88.82503193,34,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Kentucky,Percent with drugs specified,91.91616766,34,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Kentucky,Percent with drugs specified,94.15631848,37,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Kentucky,Percent with drugs specified,94.24904943,39,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Kentucky,Percent with drugs specified,93.49186483,44,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Kentucky,Percent with drugs specified,94.19662191,44,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Kentucky,Percent with drugs specified,94.55654622,46,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Kentucky,Percent with drugs specified,93.62808843,46,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Louisiana,Percent with drugs specified,45.82857143,53,0,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Louisiana,Percent with drugs specified,51.4940239,53,0,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Louisiana,Percent with drugs specified,52.99455535,52,0,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Louisiana,Percent with drugs specified,52.35646958,53,0,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Louisiana,Percent with drugs specified,60.12269939,53,0,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Louisiana,Percent with drugs specified,63.03784344,53,0,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Louisiana,Percent with drugs specified,64.8089172,53,0,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Louisiana,Percent with drugs specified,69.54377312,53,0,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Louisiana,Percent with drugs specified,66.5631929,53,0,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
2024,Louisiana,Percent with drugs specified,70.59214904,53,0,3082466.0,3101016.0,-18550.0,-0.6,96.09923815,3157683.6666666665,3267089.8
2015,Maine,Percent with drugs specified,98.50187266,7,1,2718198.0,,,,83.07774167,2718198.0,2718198.0
2016,Maine,Percent with drugs specified,99.15966387,7,1,2749864.0,2718198.0,31666.0,1.16,85.43745503,2734031.0,2734031.0
2017,Maine,Percent with drugs specified,98.77750611,7,1,2820034.0,2749864.0,70170.0,2.55,87.60237061,2762698.6666666665,2762698.6666666665
2018,Maine,Percent with drugs specified,99.40828402,6,1,2846305.0,2820034.0,26271.0,0.93,91.94104643,2805401.0,2783600.25
2019,Maine,Percent with drugs specified,100.0,2,1,2861523.0,2846305.0,15218.0,0.53,93.72135527,2842620.6666666665,2799184.8
2020,Maine,Percent with drugs specified,100.0,2,1,3390278.0,2861523.0,528755.0,18.48,94.36298363,3032702.0,2933600.8
2021,Maine,Percent with drugs specified,99.83870968,2,1,3472120.0,3390278.0,81842.0,2.41,95.1865245,3241307.0,3078052.0
2022,Maine,Percent with drugs specified,99.85835694,5,1,3289569.0,3472120.0,-182551.0,-5.26,95.83321909,3383989.0,3171959.0
2023,Maine,Percent with drugs specified,100.0,3,1,3101016.0,3289569.0,-188553.0,-5.73,96.02829315,3287568.3333333335,3222901.2
