Year,State Name,Indicator,Total Deaths,Status
2016,Texas,Cocaine (T40.5),,Final
2016,Texas,Heroin (T40.1),,Final
2016,Texas,Methadone (T40.3),,Final
2016,Texas,Natural & semi-synthetic opioids (T40.2),,Final
2016,Texas,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2016,Texas,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2016,Texas,Number of Deaths,194843.0,Final
2016,Texas,Number of Drug Overdose Deaths,2812.0,Final
2016,Texas,"Opioids (T40.0-T40.4,T40.6)",,Final
2016,Texas,Percent with drugs specified,86.69985775,Final
2016,Texas,Psychostimulants with abuse potential (T43.6),,Final
2016,Texas,"Synthetic opioids, excl. methadone (T40.4)",,Final
2017,Texas,Cocaine (T40.5),,Final
2017,Texas,Heroin (T40.1),,Final
2017,Texas,Methadone (T40.3),,Final
2017,Texas,Natural & semi-synthetic opioids (T40.2),,Final
2017,Texas,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2017,Texas,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2017,Texas,Number of Deaths,200830.0,Final
2017,Texas,Number of Drug Overdose Deaths,2950.0,Final
2017,Texas,"Opioids (T40.0-T40.4,T40.6)",,Final
2017,Texas,Percent with drugs specified,88.88135593,Final
2017,Texas,Psychostimulants with abuse potential (T43.6),,Final
2017,Texas,"Synthetic opioids, excl. methadone (T40.4)",,Final
2018,Texas,Cocaine (T40.5),,Final
2018,Texas,Heroin (T40.1),,Final
2018,Texas,Methadone (T40.3),,Final
2018,Texas,Natural & semi-synthetic opioids (T40.2),,Final
2018,Texas,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",,Final
2018,Texas,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",,Final
2018,Texas,Number of Deaths,204992.0,Final
2018,Texas,Number of Drug Overdose Deaths,2971.0,Final
2018,Texas,"Opioids (T40.0-T40.4,T40.6)",,Final
2018,Texas,Percent with drugs specified,89.83507237,Final
2018,Texas,Psychostimulants with abuse potential (T43.6),,Final
2018,Texas,"Synthetic opioids, excl. methadone (T40.4)",,Final
2019,Texas,Cocaine (T40.5),760.0,Final
2019,Texas,Heroin (T40.1),731.0,Final
2019,Texas,Methadone (T40.3),102.0,Final
2019,Texas,Natural & semi-synthetic opioids (T40.2),439.0,Final
2019,Texas,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",526.0,Final
2019,Texas,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",813.0,Final
2019,Texas,Number of Deaths,206453.0,Final
2019,Texas,Number of Drug Overdose Deaths,3123.0,Final
2019,Texas,"Opioids (T40.0-T40.4,T40.6)",1452.0,Final
2019,Texas,Percent with drugs specified,92.73134806,Final
2019,Texas,Psychostimulants with abuse potential (T43.6),1078.0,Final
2019,Texas,"Synthetic opioids, excl. methadone (T40.4)",375.0,Final
2020,Texas,Cocaine (T40.5),1041.0,Final
2020,Texas,Heroin (T40.1),791.0,Final
2020,Texas,Methadone (T40.3),121.0,Final
2020,Texas,Natural & semi-synthetic opioids (T40.2),535.0,Final
2020,Texas,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",641.0,Final
2020,Texas,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1455.0,Final
2020,Texas,Number of Deaths,253701.0,Final
2020,Texas,Number of Drug Overdose Deaths,4154.0,Final
2020,Texas,"Opioids (T40.0-T40.4,T40.6)",2095.0,Final
2020,Texas,Percent with drugs specified,93.18728936,Final
2020,Texas,Psychostimulants with abuse potential (T43.6),1521.0,Final
2020,Texas,"Synthetic opioids, excl. methadone (T40.4)",1012.0,Final
2021,Texas,Cocaine (T40.5),1193.0,Final
2021,Texas,Heroin (T40.1),734.0,Final
2021,Texas,Methadone (T40.3),114.0,Final
2021,Texas,Natural & semi-synthetic opioids (T40.2),607.0,Final
2021,Texas,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",699.0,Final
2021,Texas,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2208.0,Final
2021,Texas,Number of Deaths,271509.0,Final
2021,Texas,Number of Drug Overdose Deaths,4912.0,Final
2021,Texas,"Opioids (T40.0-T40.4,T40.6)",2697.0,Final
2021,Texas,Percent with drugs specified,94.68648208,Final
2021,Texas,Psychostimulants with abuse potential (T43.6),1938.0,Final
2021,Texas,"Synthetic opioids, excl. methadone (T40.4)",1788.0,Final
2022,Texas,Cocaine (T40.5),1401.0,Final
2022,Texas,Heroin (T40.1),589.0,Final
2022,Texas,Methadone (T40.3),129.0,Final
2022,Texas,Natural & semi-synthetic opioids (T40.2),667.0,Final
2022,Texas,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",775.0,Final
2022,Texas,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2797.0,Final
2022,Texas,Number of Deaths,245458.0,Final
2022,Texas,Number of Drug Overdose Deaths,5457.0,Final
2022,Texas,"Opioids (T40.0-T40.4,T40.6)",3101.0,Final
2022,Texas,Percent with drugs specified,96.20670698,Final
2022,Texas,Psychostimulants with abuse potential (T43.6),2265.0,Final
2022,Texas,"Synthetic opioids, excl. methadone (T40.4)",2387.0,Final
2023,Texas,Cocaine (T40.5),1587.0,Final
2023,Texas,Heroin (T40.1),444.0,Final
2023,Texas,Methadone (T40.3),102.0,Final
2023,Texas,Natural & semi-synthetic opioids (T40.2),596.0,Final
2023,Texas,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",689.0,Final
2023,Texas,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2920.0,Final
2023,Texas,Number of Deaths,232919.0,Final
2023,Texas,Number of Drug Overdose Deaths,5727.0,Final
2023,Texas,"Opioids (T40.0-T40.4,T40.6)",3133.0,Final
2023,Texas,Percent with drugs specified,97.34590536,Final
2023,Texas,Psychostimulants with abuse potential (T43.6),2441.0,Final
2023,Texas,"Synthetic opioids, excl. methadone (T40.4)",2550.0,Final
2024,Texas,Cocaine (T40.5),1470.0,Final
2024,Texas,Heroin (T40.1),288.0,Final
2024,Texas,Methadone (T40.3),102.0,Final
2024,Texas,Natural & semi-synthetic opioids (T40.2),534.0,Final
2024,Texas,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",616.0,Final
2024,Texas,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",2254.0,Final
2024,Texas,Number of Deaths,233314.0,Final
2024,Texas,Number of Drug Overdose Deaths,5028.0,Final
2024,Texas,"Opioids (T40.0-T40.4,T40.6)",2415.0,Final
2024,Texas,Percent with drugs specified,97.43436754,Final
2024,Texas,Psychostimulants with abuse potential (T43.6),2139.0,Final
2024,Texas,"Synthetic opioids, excl. methadone (T40.4)",1870.0,Final
2025,Texas,Cocaine (T40.5),1366.0,Provisional
2025,Texas,Heroin (T40.1),247.0,Provisional
2025,Texas,Methadone (T40.3),97.0,Provisional
2025,Texas,Natural & semi-synthetic opioids (T40.2),475.0,Provisional
2025,Texas,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",557.0,Provisional
2025,Texas,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",1894.0,Provisional
2025,Texas,Number of Deaths,235552.0,Provisional
2025,Texas,Number of Drug Overdose Deaths,4609.0,Provisional
2025,Texas,"Opioids (T40.0-T40.4,T40.6)",2042.0,Provisional
2025,Texas,Percent with drugs specified,97.13603819,Provisional
2025,Texas,Psychostimulants with abuse potential (T43.6),2003.0,Provisional
2025,Texas,"Synthetic opioids, excl. methadone (T40.4)",1517.0,Provisional
2015,United States,Cocaine (T40.5),6841.0,Final
2015,United States,Heroin (T40.1),13051.0,Final
2015,United States,Methadone (T40.3),3309.0,Final
2015,United States,Natural & semi-synthetic opioids (T40.2),12747.0,Final
2015,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",15308.0,Final
2015,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",22651.0,Final
2015,United States,Number of Deaths,2718198.0,Final
2015,United States,Number of Drug Overdose Deaths,52623.0,Final
2015,United States,"Opioids (T40.0-T40.4,T40.6)",33203.0,Final
2015,United States,Percent with drugs specified,83.07774167,Final
2015,United States,Psychostimulants with abuse potential (T43.6),5777.0,Final
2015,United States,"Synthetic opioids, excl. methadone (T40.4)",9610.0,Final
2016,United States,Cocaine (T40.5),10458.0,Final
2016,United States,Heroin (T40.1),15551.0,Final
2016,United States,Methadone (T40.3),3390.0,Final
2016,United States,Natural & semi-synthetic opioids (T40.2),14534.0,Final
2016,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",17147.0,Final
2016,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",32575.0,Final
2016,United States,Number of Deaths,2749864.0,Final
2016,United States,Number of Drug Overdose Deaths,63938.0,Final
2016,United States,"Opioids (T40.0-T40.4,T40.6)",42435.0,Final
2016,United States,Percent with drugs specified,85.43745503,Final
2016,United States,Psychostimulants with abuse potential (T43.6),7610.0,Final
2016,United States,"Synthetic opioids, excl. methadone (T40.4)",19500.0,Final
2017,United States,Cocaine (T40.5),14069.0,Final
2017,United States,Heroin (T40.1),15593.0,Final
2017,United States,Methadone (T40.3),3210.0,Final
2017,United States,Natural & semi-synthetic opioids (T40.2),14559.0,Final
2017,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",17104.0,Final
2017,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",40286.0,Final
2017,United States,Number of Deaths,2820034.0,Final
2017,United States,Number of Drug Overdose Deaths,70699.0,Final
2017,United States,"Opioids (T40.0-T40.4,T40.6)",47885.0,Final
2017,United States,Percent with drugs specified,87.60237061,Final
2017,United States,Psychostimulants with abuse potential (T43.6),10435.0,Final
2017,United States,"Synthetic opioids, excl. methadone (T40.4)",28659.0,Final
2018,United States,Cocaine (T40.5),14802.0,Final
2018,United States,Heroin (T40.1),15102.0,Final
2018,United States,Methadone (T40.3),3047.0,Final
2018,United States,Natural & semi-synthetic opioids (T40.2),12620.0,Final
2018,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",15063.0,Final
2018,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",41136.0,Final
2018,United States,Number of Deaths,2846305.0,Final
2018,United States,Number of Drug Overdose Deaths,67850.0,Final
2018,United States,"Opioids (T40.0-T40.4,T40.6)",47096.0,Final
2018,United States,Percent with drugs specified,91.94104643,Final
2018,United States,Psychostimulants with abuse potential (T43.6),12843.0,Final
2018,United States,"Synthetic opioids, excl. methadone (T40.4)",31525.0,Final
2019,United States,Cocaine (T40.5),16024.0,Final
2019,United States,Heroin (T40.1),14116.0,Final
2019,United States,Methadone (T40.3),2756.0,Final
2019,United States,Natural & semi-synthetic opioids (T40.2),11941.0,Final
2019,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",14208.0,Final
2019,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",44900.0,Final
2019,United States,Number of Deaths,2861523.0,Final
2019,United States,Number of Drug Overdose Deaths,71130.0,Final
2019,United States,"Opioids (T40.0-T40.4,T40.6)",50178.0,Final
2019,United States,Percent with drugs specified,93.72135527,Final
2019,United States,Psychostimulants with abuse potential (T43.6),16342.0,Final
2019,United States,"Synthetic opioids, excl. methadone (T40.4)",36603.0,Final
2020,United States,Cocaine (T40.5),19601.0,Final
2020,United States,Heroin (T40.1),13253.0,Final
2020,United States,Methadone (T40.3),3561.0,Final
2020,United States,Natural & semi-synthetic opioids (T40.2),13518.0,Final
2020,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",16479.0,Final
2020,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",64708.0,Final
2020,United States,Number of Deaths,3390278.0,Final
2020,United States,Number of Drug Overdose Deaths,92478.0,Final
2020,United States,"Opioids (T40.0-T40.4,T40.6)",69061.0,Final
2020,United States,Percent with drugs specified,94.36298363,Final
2020,United States,Psychostimulants with abuse potential (T43.6),24134.0,Final
2020,United States,"Synthetic opioids, excl. methadone (T40.4)",56894.0,Final
2021,United States,Cocaine (T40.5),24710.0,Final
2021,United States,Heroin (T40.1),9263.0,Final
2021,United States,Methadone (T40.3),3697.0,Final
2021,United States,Natural & semi-synthetic opioids (T40.2),13674.0,Final
2021,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",16776.0,Final
2021,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",78224.0,Final
2021,United States,Number of Deaths,3472120.0,Final
2021,United States,Number of Drug Overdose Deaths,107573.0,Final
2021,United States,"Opioids (T40.0-T40.4,T40.6)",80997.0,Final
2021,United States,Percent with drugs specified,95.1865245,Final
2021,United States,Psychostimulants with abuse potential (T43.6),32962.0,Final
2021,United States,"Synthetic opioids, excl. methadone (T40.4)",71143.0,Final
2022,United States,Cocaine (T40.5),27921.0,Final
2022,United States,Heroin (T40.1),5958.0,Final
2022,United States,Methadone (T40.3),3366.0,Final
2022,United States,Natural & semi-synthetic opioids (T40.2),11934.0,Final
2022,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",14803.0,Final
2022,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",81267.0,Final
2022,United States,Number of Deaths,3289569.0,Final
2022,United States,Number of Drug Overdose Deaths,109413.0,Final
2022,United States,"Opioids (T40.0-T40.4,T40.6)",82851.0,Final
2022,United States,Percent with drugs specified,95.83321909,Final
2022,United States,Psychostimulants with abuse potential (T43.6),34842.0,Final
2022,United States,"Synthetic opioids, excl. methadone (T40.4)",74829.0,Final
2023,United States,Cocaine (T40.5),29911.0,Final
2023,United States,Heroin (T40.1),4062.0,Final
2023,United States,Methadone (T40.3),3390.0,Final
2023,United States,Natural & semi-synthetic opioids (T40.2),10180.0,Final
2023,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",13125.0,Final
2023,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",79759.0,Final
2023,United States,Number of Deaths,3101016.0,Final
2023,United States,Number of Drug Overdose Deaths,106881.0,Final
2023,United States,"Opioids (T40.0-T40.4,T40.6)",80719.0,Final
2023,United States,Percent with drugs specified,96.02829315,Final
2023,United States,Psychostimulants with abuse potential (T43.6),35982.0,Final
2023,United States,"Synthetic opioids, excl. methadone (T40.4)",74091.0,Final
2024,United States,Cocaine (T40.5),22282.0,Final
2024,United States,Heroin (T40.1),2795.0,Final
2024,United States,Methadone (T40.3),3264.0,Final
2024,United States,Natural & semi-synthetic opioids (T40.2),8033.0,Final
2024,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",10927.0,Final
2024,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",54290.0,Final
2024,United States,Number of Deaths,3082466.0,Final
2024,United States,Number of Drug Overdose Deaths,80856.0,Final
2024,United States,"Opioids (T40.0-T40.4,T40.6)",55005.0,Final
2024,United States,Percent with drugs specified,96.09923815,Final
2024,United States,Psychostimulants with abuse potential (T43.6),29639.0,Final
2024,United States,"Synthetic opioids, excl. methadone (T40.4)",48661.0,Final
2025,United States,Cocaine (T40.5),19978.0,Provisional
2025,United States,Heroin (T40.1),2502.0,Provisional
2025,United States,Methadone (T40.3),3257.0,Provisional
2025,United States,Natural & semi-synthetic opioids (T40.2),7384.0,Provisional
2025,United States,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",10261.0,Provisional
2025,United States,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",47761.0,Provisional
2025,United States,Number of Deaths,3113514.0,Provisional
2025,United States,Number of Drug Overdose Deaths,73690.0,Provisional
2025,United States,"Opioids (T40.0-T40.4,T40.6)",48422.0,Provisional
2025,United States,Percent with drugs specified,96.03609716,Provisional
2025,United States,Psychostimulants with abuse potential (T43.6),27835.0,Provisional
2025,United States,"Synthetic opioids, excl. methadone (T40.4)",42233.0,Provisional
2015,Utah,Cocaine (T40.5),46.0,Final
2015,Utah,Heroin (T40.1),128.0,Final
2015,Utah,Methadone (T40.3),44.0,Final
2015,Utah,Natural & semi-synthetic opioids (T40.2),364.0,Final
2015,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",391.0,Final
2015,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",429.0,Final
2015,Utah,Number of Deaths,17845.0,Final
2015,Utah,Number of Drug Overdose Deaths,649.0,Final
2015,Utah,"Opioids (T40.0-T40.4,T40.6)",451.0,Final
2015,Utah,Percent with drugs specified,97.84283513,Final
2015,Utah,Psychostimulants with abuse potential (T43.6),149.0,Final
2015,Utah,"Synthetic opioids, excl. methadone (T40.4)",63.0,Final
2016,Utah,Cocaine (T40.5),50.0,Final
2016,Utah,Heroin (T40.1),166.0,Final
2016,Utah,Methadone (T40.3),43.0,Final
2016,Utah,Natural & semi-synthetic opioids (T40.2),330.0,Final
2016,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",358.0,Final
2016,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",407.0,Final
2016,Utah,Number of Deaths,18498.0,Final
2016,Utah,Number of Drug Overdose Deaths,650.0,Final
2016,Utah,"Opioids (T40.0-T40.4,T40.6)",475.0,Final
2016,Utah,Percent with drugs specified,94.92307692,Final
2016,Utah,Psychostimulants with abuse potential (T43.6),147.0,Final
2016,Utah,"Synthetic opioids, excl. methadone (T40.4)",77.0,Final
2017,Utah,Cocaine (T40.5),51.0,Final
2017,Utah,Heroin (T40.1),148.0,Final
2017,Utah,Methadone (T40.3),47.0,Final
2017,Utah,Natural & semi-synthetic opioids (T40.2),295.0,Final
2017,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",321.0,Final
2017,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",374.0,Final
2017,Utah,Number of Deaths,18676.0,Final
2017,Utah,Number of Drug Overdose Deaths,645.0,Final
2017,Utah,"Opioids (T40.0-T40.4,T40.6)",456.0,Final
2017,Utah,Percent with drugs specified,97.51937984,Final
2017,Utah,Psychostimulants with abuse potential (T43.6),195.0,Final
2017,Utah,"Synthetic opioids, excl. methadone (T40.4)",88.0,Final
2018,Utah,Cocaine (T40.5),50.0,Final
2018,Utah,Heroin (T40.1),156.0,Final
2018,Utah,Methadone (T40.3),38.0,Final
2018,Utah,Natural & semi-synthetic opioids (T40.2),283.0,Final
2018,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",309.0,Final
2018,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",355.0,Final
2018,Utah,Number of Deaths,19019.0,Final
2018,Utah,Number of Drug Overdose Deaths,630.0,Final
2018,Utah,"Opioids (T40.0-T40.4,T40.6)",439.0,Final
2018,Utah,Percent with drugs specified,98.57142857,Final
2018,Utah,Psychostimulants with abuse potential (T43.6),233.0,Final
2018,Utah,"Synthetic opioids, excl. methadone (T40.4)",84.0,Final
2019,Utah,Cocaine (T40.5),41.0,Final
2019,Utah,Heroin (T40.1),141.0,Final
2019,Utah,Methadone (T40.3),30.0,Final
2019,Utah,Natural & semi-synthetic opioids (T40.2),260.0,Final
2019,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",281.0,Final
2019,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",324.0,Final
2019,Utah,Number of Deaths,19428.0,Final
2019,Utah,Number of Drug Overdose Deaths,575.0,Final
2019,Utah,"Opioids (T40.0-T40.4,T40.6)",399.0,Final
2019,Utah,Percent with drugs specified,97.56521739,Final
2019,Utah,Psychostimulants with abuse potential (T43.6),227.0,Final
2019,Utah,"Synthetic opioids, excl. methadone (T40.4)",93.0,Final
2020,Utah,Cocaine (T40.5),43.0,Final
2020,Utah,Heroin (T40.1),142.0,Final
2020,Utah,Methadone (T40.3),20.0,Final
2020,Utah,Natural & semi-synthetic opioids (T40.2),225.0,Final
2020,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",235.0,Final
2020,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",334.0,Final
2020,Utah,Number of Deaths,22212.0,Final
2020,Utah,Number of Drug Overdose Deaths,622.0,Final
2020,Utah,"Opioids (T40.0-T40.4,T40.6)",443.0,Final
2020,Utah,Percent with drugs specified,99.19614148,Final
2020,Utah,Psychostimulants with abuse potential (T43.6),236.0,Final
2020,Utah,"Synthetic opioids, excl. methadone (T40.4)",154.0,Final
2021,Utah,Cocaine (T40.5),49.0,Final
2021,Utah,Heroin (T40.1),147.0,Final
2021,Utah,Methadone (T40.3),36.0,Final
2021,Utah,Natural & semi-synthetic opioids (T40.2),190.0,Final
2021,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",220.0,Final
2021,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",360.0,Final
2021,Utah,Number of Deaths,23519.0,Final
2021,Utah,Number of Drug Overdose Deaths,675.0,Final
2021,Utah,"Opioids (T40.0-T40.4,T40.6)",453.0,Final
2021,Utah,Percent with drugs specified,98.07407407,Final
2021,Utah,Psychostimulants with abuse potential (T43.6),316.0,Final
2021,Utah,"Synthetic opioids, excl. methadone (T40.4)",198.0,Final
2022,Utah,Cocaine (T40.5),41.0,Final
2022,Utah,Heroin (T40.1),124.0,Final
2022,Utah,Methadone (T40.3),22.0,Final
2022,Utah,Natural & semi-synthetic opioids (T40.2),181.0,Final
2022,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",197.0,Final
2022,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",358.0,Final
2022,Utah,Number of Deaths,22768.0,Final
2022,Utah,Number of Drug Overdose Deaths,646.0,Final
2022,Utah,"Opioids (T40.0-T40.4,T40.6)",436.0,Final
2022,Utah,Percent with drugs specified,96.90402477,Final
2022,Utah,Psychostimulants with abuse potential (T43.6),285.0,Final
2022,Utah,"Synthetic opioids, excl. methadone (T40.4)",213.0,Final
2023,Utah,Cocaine (T40.5),64.0,Final
2023,Utah,Heroin (T40.1),62.0,Final
2023,Utah,Methadone (T40.3),28.0,Final
2023,Utah,Natural & semi-synthetic opioids (T40.2),187.0,Final
2023,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",207.0,Final
2023,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",465.0,Final
2023,Utah,Number of Deaths,22115.0,Final
2023,Utah,Number of Drug Overdose Deaths,698.0,Final
2023,Utah,"Opioids (T40.0-T40.4,T40.6)",497.0,Final
2023,Utah,Percent with drugs specified,98.56733524,Final
2023,Utah,Psychostimulants with abuse potential (T43.6),305.0,Final
2023,Utah,"Synthetic opioids, excl. methadone (T40.4)",335.0,Final
2024,Utah,Cocaine (T40.5),63.0,Final
2024,Utah,Heroin (T40.1),48.0,Final
2024,Utah,Methadone (T40.3),39.0,Final
2024,Utah,Natural & semi-synthetic opioids (T40.2),155.0,Final
2024,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",190.0,Final
2024,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",432.0,Final
2024,Utah,Number of Deaths,22456.0,Final
2024,Utah,Number of Drug Overdose Deaths,691.0,Final
2024,Utah,"Opioids (T40.0-T40.4,T40.6)",451.0,Final
2024,Utah,Percent with drugs specified,99.1316932,Final
2024,Utah,Psychostimulants with abuse potential (T43.6),308.0,Final
2024,Utah,"Synthetic opioids, excl. methadone (T40.4)",303.0,Final
2025,Utah,Cocaine (T40.5),68.0,Provisional
2025,Utah,Heroin (T40.1),39.0,Provisional
2025,Utah,Methadone (T40.3),37.0,Provisional
2025,Utah,Natural & semi-synthetic opioids (T40.2),172.0,Provisional
2025,Utah,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",205.0,Provisional
2025,Utah,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",428.0,Provisional
2025,Utah,Number of Deaths,22709.0,Provisional
2025,Utah,Number of Drug Overdose Deaths,681.0,Provisional
2025,Utah,"Opioids (T40.0-T40.4,T40.6)",441.0,Provisional
2025,Utah,Percent with drugs specified,99.11894273,Provisional
2025,Utah,Psychostimulants with abuse potential (T43.6),289.0,Provisional
2025,Utah,"Synthetic opioids, excl. methadone (T40.4)",280.0,Provisional
2015,Vermont,Cocaine (T40.5),12.0,Final
2015,Vermont,Heroin (T40.1),31.0,Final
2015,Vermont,Methadone (T40.3),,Final
2015,Vermont,Natural & semi-synthetic opioids (T40.2),23.0,Final
2015,Vermont,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",30.0,Final
2015,Vermont,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",56.0,Final
2015,Vermont,Number of Deaths,5770.0,Final
2015,Vermont,Number of Drug Overdose Deaths,99.0,Final
2015,Vermont,"Opioids (T40.0-T40.4,T40.6)",77.0,Final
2015,Vermont,Percent with drugs specified,97.97979798,Final
2015,Vermont,Psychostimulants with abuse potential (T43.6),0.0,Final
2015,Vermont,"Synthetic opioids, excl. methadone (T40.4)",33.0,Final
2016,Vermont,Cocaine (T40.5),22.0,Final
2016,Vermont,Heroin (T40.1),50.0,Final
2016,Vermont,Methadone (T40.3),12.0,Final
2016,Vermont,Natural & semi-synthetic opioids (T40.2),24.0,Final
2016,Vermont,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",35.0,Final
2016,Vermont,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",84.0,Final
2016,Vermont,Number of Deaths,5787.0,Final
2016,Vermont,Number of Drug Overdose Deaths,136.0,Final
2016,Vermont,"Opioids (T40.0-T40.4,T40.6)",107.0,Final
2016,Vermont,Percent with drugs specified,97.79411765,Final
2016,Vermont,Psychostimulants with abuse potential (T43.6),,Final
2016,Vermont,"Synthetic opioids, excl. methadone (T40.4)",56.0,Final
2017,Vermont,Cocaine (T40.5),40.0,Final
2017,Vermont,Heroin (T40.1),40.0,Final
2017,Vermont,Methadone (T40.3),15.0,Final
2017,Vermont,Natural & semi-synthetic opioids (T40.2),27.0,Final
2017,Vermont,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",40.0,Final
2017,Vermont,"Natural, semi-synthetic, & synthetic opioids, incl. methadone (T40.2-T40.4)",101.0,Final
2017,Vermont,Number of Deaths,5775.0,Final
2017,Vermont,Number of Drug Overdose Deaths,128.0,Final
2017,Vermont,"Opioids (T40.0-T40.4,T40.6)",110.0,Final
2017,Vermont,Percent with drugs specified,100.0,Final
2017,Vermont,Psychostimulants with abuse potential (T43.6),,Final
2017,Vermont,"Synthetic opioids, excl. methadone (T40.4)",73.0,Final
2018,Vermont,Cocaine (T40.5),50.0,Final
2018,Vermont,Heroin (T40.1),63.0,Final
2018,Vermont,Methadone (T40.3),,Final
2018,Vermont,Natural & semi-synthetic opioids (T40.2),18.0,Final
2018,Vermont,"Natural & semi-synthetic opioids, incl. methadone (T40.2, T40.3)",25.0,Final
